parcelid,propertyid,totalacres,totalbuild,totallandv,totalvalue
06139824101010000,590872,640.00000000000,0,78666,78666
06140120301010000,590897,480.00000000000,0,59280,59280
06140121101010000,590898,640.00000000000,0,106481,106481
06140122101010000,590899,640.00000000000,0,74148,74148
06140120101010000,590914,160.00000000000,0,18767,18767
06140123101010000,590900,640.00000000000,0,96441,96441
06140119101010000,590896,640.00000000000,0,69475,69475
06139522101020000,646842,720.00000000000,0,81235,81235
06139523101010000,645842,640.00000000000,0,28828,28828
06139524101010000,646850,955.00000000000,0,58643,58643
06139619101010000,645851,638.92000000000,0,47382,47382
06139620101010000,645852,640.00000000000,0,44613,44613
06139621101010000,590855,640.00000000000,0,21966,21966
06139622101010000,590846,640.00000000000,0,35912,35912
06139623101010000,590847,640.00000000000,0,24899,24899
06139624401010000,590848,640.00000000000,836,77605,78441
06079813328040000,638335,1.00000000000,3421,82460,85881
06110928301060000,594394,10.02000000000,0,360,360
06130001101010100,590959,4.18000000000,0,74193,74193
06140324301010000,590941,80.00000000000,0,6723,6723
06139830101010000,590878,643.56000000000,0,12063,12063
06139829101010000,590877,640.00000000000,0,12703,12703
06139828101010000,590876,640.00000000000,0,25909,25909
06139827101010000,590875,640.00000000000,0,37456,37456
06140328101010000,590931,640.00000000000,0,81967,81967
06139834101010000,590887,67.50000000000,0,3901,3901
06140333101010000,590939,640.00000000000,0,80610,80610
06140334101010000,590918,640.00000000000,0,63224,63224
06139835101010000,590883,638.50000000000,441397,57284,498681
06139834202010000,590888,37.50000000000,0,2167,2167
06139834201010000,590882,474.76000000000,0,94996,94996
06140136101010000,590913,640.00000000000,0,85552,85552
06100534301050000,595034,37.52600000000,0,1496,1496
06008616201010000,1515016,45.00000000000,0,2601,2601
06140329101010000,590928,476.50000000000,0,53479,53479
06140329102010000,590932,155.50000000000,0,16352,16352
06139825101010000,590873,640.00000000000,0,85025,85025
06140129101010000,590906,640.00000000000,0,81031,81031
06140128101010000,590905,640.00000000000,0,70887,70887
06140127101010000,590904,640.00000000000,0,78323,78323
06140126101010000,590903,640.00000000000,0,76004,76004
06140130101010000,590907,640.00000000000,0,109727,109727
06079918120050000,641180,0.16000000000,147847,85953,233800
06079907409450007,622038,38.15000000000,0,83091,83091
06079918120150000,642739,0.81000000000,56263,193533,249796
,0,0.00000000000,0,0,0
06139524401010000,645843,100.00000000000,0,5991,5991
06139527101010000,646845,939.98900000000,0,35169,35169
06139526201010000,645845,360.00000000000,0,14019,14019
06139525101010000,645844,640.00000000000,0,25964,25964
06139630101010000,645854,639.16000000000,0,55552,55552
06139629101010000,645853,640.00000000000,0,40796,40796
06139628101010000,590857,640.00000000000,0,26217,26217
06139627201010000,590856,320.00000000000,0,6834,6834
06139627101010000,590851,320.00000000000,0,21988,21988
06139626101010000,590850,640.00000000000,0,29691,29691
06139625101010000,590849,640.00000000000,0,13934,13934
06139826301350000,590886,40.00000000000,0,2288,2288
06140327301010000,590936,320.00000000000,0,31607,31607
06139831101010000,590879,643.60000000000,0,28904,28904
06139832101010000,590880,640.00000000000,0,29405,29405
06139833101010000,590881,640.00000000000,0,31640,31640
06139534301010000,646839,320.00000000000,0,8254,8254
06130306401010000,591259,160.00000000000,0,9246,9246
06130206401010000,591193,120.00000000000,0,6935,6935
06130504330010000,591350,40.00000000000,0,2312,2312
06130002303010000,646853,80.00000000000,0,6434,6434
06130004404010000,591094,23.31000000000,0,1413,1413
06130009101010000,646861,2550.92000000000,27115,201191,228306
06130010201010000,646869,285.61000000000,0,21599,21599
06090301426110000,600211,0.16100000000,103980,64820,168800
06090301335080000,602318,0.22300000000,0,285743,285743
06090301336107000,1427815,0.28900000000,472000,131934,603934
06090404401200000,1438977,10.00000000000,0,4885,4885
06090410118200100,606851,6.10000000000,0,221863,221863
06101119201010000,597993,20.01100000000,341465,93999,435464
06110936102070000,594515,1.60300000000,0,134653,134653
06101035459090000,596655,0.17200000000,136794,67206,204000
06101035459070000,596654,0.17200000000,174494,67206,241700
06101035459050000,596653,0.17200000000,150494,67206,217700
06101035459030000,596652,0.17200000000,136494,67206,203700
06079811209015001,616395,0.11000000000,151447,65553,217000
06079812117300000,639275,0.28900000000,258400,345618,604018
06101028464010000,596293,1.19300000000,103032,96085,199117
06120912101190000,591742,20.03700000000,0,1158,1158
06121112101010000,592318,640.00000000000,0,180095,180095
06121111101010000,592317,640.00000000000,0,165533,165533
06121110101010000,592315,640.00000000000,0,176720,176720
06120910102030000,592012,9.87000000000,0,12600,12600
06120912201190000,591797,9.97100000000,0,12689,12689
06079836101010000,640609,295.00100000000,377458,154388,531846
06120912201170000,591960,9.96000000000,0,12680,12680
06110526457030000,592639,0.16200000000,0,32663,32663
06090312403230000,604247,0.12000000000,171992,56008,228000
06089810301150000,598665,40.00000000000,65080,3386,68466
06090312301550000,603861,3.90400000000,0,557157,557157
06090312404410000,604542,0.15000000000,0,62504,62504
06090311401080000,600937,1.82000000000,246000,951480,1197480
06090312407110000,604220,0.12000000000,209992,56008,266000
06139535301010000,646840,320.00000000000,0,7103,7103
06130504101010000,591349,703.41900000000,0,73535,73535
06130503101010000,591311,983.04000000000,0,94199,94199
06130306101010000,591209,671.54000000000,0,45977,45977
06130305101010000,591208,866.70000000000,0,49951,49951
06130505101010000,591312,1023.45000000000,0,102546,102546
06100910201040900,646399,0.20100000000,0,75650,75650
06079724201200000,610481,6.76000000000,0,391,391
06101008101010000,1502608,3.09000000000,152494,127385,279879
06079803301200000,1527870,36.89600000000,0,0,0
06015911102010000,1502795,14.94000000000,400360,2721,403081
06015912401010000,1502796,34.39000000000,832,2739,3571
06015912301010000,630149,20.01000000000,162890,51240,214130
06015912402010000,1502797,12.48000000000,0,2939,2939
06090325201010000,600813,12.62900000000,1228700,937907,2166607
06090325101020000,600812,7.64800000000,154332,1939,156271
06090236301010000,1502788,2.25000000000,312238,113525,425763
06090524401010000,637331,159.65600000000,0,0,0
06090525101010000,637361,43.74600000000,0,0,0
06079611301100000,1502760,23.80000000000,309200,94218,403418
06090224101010000,598882,251.75000000000,592984,112651,705635
06110914301100000,1483152,40.69500000000,0,11176,11176
06110914301300000,1527874,20.36600000000,0,0,0
06110914401200000,1527873,20.29600000000,0,0,0
06079734401100000,1502567,49.24300000000,0,2846,2846
06079734102010000,610404,21.96100000000,117419,123711,241130
06101320302050000,1502609,13.96000000000,0,395805,395805
06110628201200000,646930,60.05700000000,0,6974,6974
06090434304016500,632124,6.91700000000,0,15064,15064
06090434304016500,632124,6.91700000000,0,15064,15064
06090434304016500,632124,6.91700000000,0,15064,15064
06090434304016500,632124,6.91700000000,0,15064,15064
06130506120010000,591352,622.03000000000,0,49811,49811
06130304101010000,591207,839.75000000000,0,71123,71123
06130304140010000,591258,31.18000000000,0,816,816
06130303101010000,591206,870.32000000000,0,75618,75618
06130302101010000,591205,810.24000000000,0,59347,59347
06130502301010000,590946,651.40000000000,0,63958,63958
06130302101100000,591220,58.79000000000,0,4384,4384
06130502101010000,591310,331.40000000000,0,34079,34079
06130301101010000,591204,889.18000000000,0,79651,79651
06130401101010000,591294,1030.00000000000,0,94839,94839
06130406101010000,591269,941.84000000000,0,102993,102993
06130501101010000,591326,979.08000000000,0,86737,86737
06130405101010000,591268,966.80000000000,0,88452,88452
06110636255080000,1529005,0.14300000000,0,0,0
06042723302010000,1529457,206.90700000000,0,0,0
06130402101010000,591265,1034.40000000000,0,78886,78886
06130404101010000,591267,1036.80000000000,0,100729,100729
06130403101010000,591266,1036.00000000000,0,56933,56933
06079801103010000,640193,3.54200000000,3969400,2344055,6313455
06079802207010007,618229,0.27900000000,0,122159,122159
06079802207030000,618230,0.17600000000,0,91024,91024
06080006230060000,644970,4.37000000000,0,253,253
06079801202150000,613348,11.85000000000,0,1126,1126
06100717102046001,1485485,0.83600000000,0,85,85
06100703102016002,1485476,73.09500000000,0,0,0
06100718201016002,1485478,85.95200000000,0,0,0
06110620201220000,593779,11.61900000000,43247,203053,246300
06111124101010000,594833,640.00000000000,0,175002,175002
,0,0.00000000000,0,0,0
06100531101010000,595053,413.07400000000,45520,18911,64431
06090301207720000,599709,0.34900000000,310300,105614,415914
06090301207090000,599675,0.21300000000,143649,76251,219900
06090301205430000,599728,0.22700000000,162582,79218,241800
06120918101270000,591705,10.09600000000,0,8226,8226
06090517403160000,609148,12.35900000000,561030,360375,921405
06090517401220000,608638,3.75200000000,352898,169902,522800
06090517401250000,608637,1.51500000000,340603,120397,461000
06120901401130000,592177,20.05100000000,0,1159,1159
06111019201010000,1480413,187.79000000000,0,64682,64682
06110923102010100,594346,13.80000000000,0,3522,3522
06079918328120000,642844,0.29000000000,279134,125566,404700
06079813303050000,640355,2.79900000000,3561700,773008,4334708
,0,0.00000000000,0,0,0
06079907338080000,643654,0.24800000000,0,125124,125124
06079907334100000,641946,0.17700000000,262389,102711,365100
06079810454210000,614111,0.13800000000,141582,79118,220700
06079812332070000,643009,0.16900000000,162903,100397,263300
06079812332100000,644037,0.30200000000,195400,142071,337471
06079907326120000,643294,0.18600000000,239397,105603,345000
06101035425210000,596355,0.20100000000,84603,73518,158121
06101035425230000,596354,0.19800000000,93523,72896,166419
06101035425250000,596353,0.19800000000,90323,72896,163219
06101035423230000,596439,0.22100000000,97277,77866,175143
06101035425270000,596352,0.19500000000,83514,72275,155789
06101035423250000,596438,0.19500000000,109794,72275,182069
06101119302010000,597834,20.00800000000,663510,93998,757508
06070003103150000,625494,20.01000000000,0,6886,6886
06130003101010000,646868,712.14000000000,0,32088,32088
06130002201010000,646865,101.02000000000,442965,12701,455666
06130206260010000,591191,31.67000000000,0,1830,1830
06130206101020000,645901,164.01000000000,485,16430,16915
06130206101050000,645902,50.82000000000,0,1229,1229
06130205101010000,645900,562.22000000000,0,30951,30951
06130204101010000,591164,687.76000000000,0,21760,21760
06090302166255002,1462328,0.05600000000,111998,42202,154200
06130203101010000,591163,688.95000000000,0,23475,23475
06130202101010000,591146,679.96000000000,0,33322,33322
06130001301010000,636205,537.67000000000,0,100418,100418
06130201101010000,591145,681.60000000000,0,37990,37990
06130506101010000,591313,158.00000000000,0,12834,12834
06130002201020000,646867,1.00000000000,0,61,61
06130002101050100,591034,3.24000000000,0,197,197
06130002101010000,646860,439.17000000000,0,34756,34756
06130002102010000,646866,38.28000000000,0,2333,2333
06130206240200000,590960,6.72000000000,0,1285,1285
06130206201010000,646877,284.20000000000,0,45560,45560
06130206240010000,591192,16.00000000000,0,925,925
06130001201010000,645861,123.22000000000,0,9451,9451
06130205202010000,591174,80.00000000000,0,2082,2082
06130504301010000,591322,320.00000000000,0,32196,32196
06130205103010000,645899,40.00000000000,0,2312,2312
06130002202010000,590975,6.44400000000,0,401,401
06110524441380000,593274,1.85000000000,10451,1730,12181
06130504401010000,591351,80.00000000000,0,4623,4623
06130011101010000,646854,640.00000000000,0,59123,59123
06130311101010000,591212,632.00000000000,0,74634,74634
06130310101010000,591228,593.50000000000,0,71034,71034
06130506301010000,591323,137.62000000000,0,15279,15279
06130310201010000,591211,33.00000000000,0,4421,4421
06130309101010000,591227,649.54000000000,0,57652,57652
06130012101010000,591122,479.53400000000,0,88339,88339
06130307101010000,591210,485.02000000000,0,21443,21443
06130308202010000,591254,40.00000000000,0,1755,1755
06130312101010000,591213,639.71000000000,0,71314,71314
06130308201010000,591253,242.19000000000,0,11527,11527
06130308101020000,591225,40.00000000000,0,2312,2312
06130207101010000,591179,638.80000000000,0,109744,109744
06130208201010000,646881,160.69000000000,0,43639,43639
06130208101010100,591171,2.53000000000,0,484,484
06130208101010000,591194,240.00000000000,0,68688,68688
06130209202010000,591176,530.54000000000,0,54489,54489
06130209101010000,591165,108.48000000000,0,20747,20747
06130210101010000,591166,219.52000000000,0,10346,10346
06130419101010000,591291,159.80000000000,0,9718,9718
06101034302490000,597349,0.51900000000,248636,84964,333600
06101034302430000,597346,0.52000000000,214020,84980,299000
06101034302690000,597360,0.53200000000,237822,85178,323000
06101034301250000,596119,36.17900000000,460,94933,95393
06101134317030000,597811,11.06700000000,0,840,840
06101035467070000,597533,0.19400000000,207159,72041,279200
,0,0.00000000000,0,0,0
06101035466170000,597257,0.17300000000,190721,67479,258200
06101035454150000,596782,0.18500000000,296822,70078,366900
06101035466150000,597256,0.17300000000,191421,67479,258900
06101028202210000,597015,0.46300000000,206160,84040,290200
06101028202490000,597010,0.45900000000,209026,83974,293000
06101327180010000,598617,40.00000000000,0,7259,7259
06101028202320000,596989,0.45900000000,199826,83974,283800
06101028202390000,596996,0.45900000000,194326,83974,278300
06101028202420000,597003,0.45900000000,182126,83974,266100
06101225101010000,598369,640.00000000000,0,45506,45506
06101330201010000,598651,480.00000000000,0,133034,133034
06101327160010000,598609,40.00000000000,0,2382,2382
06101226101010000,598370,640.00000000000,0,177427,177427
06101327280010000,598618,40.00000000000,0,6002,6002
06090301430100000,599633,0.25800000000,212457,85943,298400
06101134118290000,1440912,5.07100000000,246652,199091,445743
06069817301020000,624531,40.98500000000,132877,14838,147715
06090312258060000,600012,0.28700000000,56345,92155,148500
,0,0.00000000000,0,0,0
06090310183010000,602181,3.34600000000,744400,464682,1209082
06090312259180000,600610,0.38700000000,327701,113899,441600
06090402140400000,1499138,10.28500000000,0,594,594
06090402140500000,1499139,10.20200000000,0,590,590
06100721101010000,595136,631.00000000000,0,23779,23779
06100722202010000,595123,80.00000000000,0,3180,3180
06090301351190000,600432,0.37300000000,111907,110793,222700
06090403303100000,605574,0.52900000000,189823,98577,288400
06090303418900000,603294,0.19300000000,82768,79585,162353
06090303442170000,603368,0.28000000000,521380,81020,602400
06090303442150000,603367,0.28000000000,360580,81020,441600
06090303314470000,603290,0.19300000000,73042,79585,152627
06090303442077000,618997,2.21600000000,0,771850,771850
06090303442050000,603362,0.28000000000,594000,81020,675020
06090303341090000,604454,0.10600000000,0,78149,78149
06121234401010000,592420,320.00000000000,0,72864,72864
06121234301150000,592345,120.00000000000,0,16327,16327
06121334201020000,592442,197.00000000000,90110,40790,130900
06121334101020000,592465,272.00000000000,237430,94485,331915
06110915401010000,594328,300.12000000000,1170026,72124,1242150
06100719109010000,1499033,1.77700000000,0,150819,150819
06101108306010000,598118,33.00000000000,0,9414,9414
06100708301100000,595259,89.00000000000,0,17575,17575
06101312101080000,598464,19.91800000000,350880,100312,451192
06100809302100000,595380,20.00000000000,0,1663,1663
06090301207270000,599689,0.20200000000,371300,73766,445066
06090301207457000,636146,0.20200000000,0,78672,78672
06090301207600000,599705,0.20200000000,191334,73766,265100
06090301119190000,599904,0.22700000000,119267,79233,198500
06090301203530000,599716,0.20200000000,244730,73766,318496
06090301203650000,599721,0.20600000000,302539,74561,377100
06090302138037000,590713,1.72100000000,0,623600,623600
06090302138170000,601844,0.07500000000,0,46183,46183
06090302139160000,601796,0.16100000000,120580,64820,185400
06090302131220000,601827,0.16100000000,0,64885,64885
06090302101040000,600683,2.33000000000,539700,274652,814352
06090305201050000,601436,5.07100000000,341828,160072,501900
06090301119130000,600301,0.19000000000,112418,71082,183500
06120919201070000,591858,9.19200000000,0,19415,19415
06120919201050000,592100,10.08100000000,161549,20686,182235
06120824402010000,645910,12.14000000000,0,570,570
06120919201010000,591479,9.22500000000,21480,19462,40942
06120919201030000,645942,10.10400000000,0,20719,20719
06120919301310000,591770,9.33500000000,0,19619,19619
06120919301290000,591827,9.32400000000,0,19603,19603
06120919301270000,591604,9.31200000000,90714,19586,110300
06090301205270000,599732,0.29500000000,207380,93820,301200
06079711205250000,611455,0.55000000000,444064,200005,644069
06079810461075002,613966,0.06900000000,134561,54839,189400
06079711457030000,611784,0.36700000000,155763,95437,251200
06079710404040000,609999,1.06000000000,123110,93890,217000
06079811444260000,640264,0.23200000000,145900,108076,253976
06079918348020000,642125,0.48500000000,413667,185333,599000
06079816366230000,617091,0.19600000000,331700,78500,410200
06079917365010000,641902,0.36400000000,179162,148138,327300
06079917364010000,643923,0.20700000000,248010,100190,348200
06079917364020000,643924,0.17200000000,217525,89675,307200
06079917364110000,641942,0.17200000000,164525,89675,254200
06079917364030000,642740,0.17200000000,172825,89675,262500
06090425206010000,607847,3.11000000000,0,342579,342579
06090429240160000,606749,0.58900000000,269500,183617,453117
06090530202070000,637541,36.01800000000,0,2081,2081
06090429240110000,606747,0.52900000000,302259,182841,485100
06090427222050000,604854,0.98300000000,61844,88597,150441
06090429244150007,606805,1.33600000000,0,193275,193275
06090429244050000,606758,0.53300000000,235407,182893,418300
06101035406130000,596017,0.18300000000,149609,69591,219200
06101035406150000,596018,0.19700000000,235022,72678,307700
06101134118260000,597912,5.10500000000,279756,199844,479600
06101035406170000,596019,0.19700000000,155522,72678,228200
06090312122140000,600219,0.24100000000,132985,82215,215200
06090301347180000,600191,0.24100000000,271000,82215,353215
06079811140080000,641102,0.29500000000,120881,127319,248200
06079810168090000,613556,0.31800000000,237941,134259,372200
06079810169110000,613714,0.31800000000,274141,134259,408400
06079711119070000,611711,0.25100000000,188781,79719,268500
06079811261220000,619790,0.12700000000,290921,75879,366800
06110526402030000,593669,0.19300000000,0,35700,35700
06110525301100000,592707,0.16100000000,120750,32550,153300
06110525301030000,592589,0.16100000000,0,32550,32550
,0,0.00000000000,0,0,0
06110525303030000,593152,0.16100000000,117550,32550,150100
06101035413050000,596233,0.17200000000,51355,67305,118660
06080010401010000,1433037,1.00000000000,0,94700,94700
06079812407280007,614300,2.40700000000,0,0,0
06079812407040000,639740,0.17200000000,259735,101265,361000
06079812407010000,639738,0.20700000000,351370,112110,463480
06111019301020000,594651,10.00000000000,126560,126340,252900
06111019301100000,594766,4.27900000000,195020,75080,270100
06110536285070000,592710,0.16100000000,15380,32550,47930
06110536285060000,593172,0.32100000000,152100,48300,200400
06120908401050000,591803,10.04500000000,0,20634,20634
06120907301150000,591694,10.01500000000,0,2665,2665
06079711211260000,611934,0.43500000000,0,98268,98268
06079907239240000,643907,0.22500000000,145606,117894,263500
06079811260100000,619766,0.14900000000,180186,82714,262900
06079811285115002,614374,0.09500000000,85200,61569,146769
06090517303230000,608990,3.93800000000,281382,174018,455400
06090314403030000,601379,1.68000000000,0,104120,104120
06090416408230000,605306,1.15700000000,380426,112474,492900
06090314403010000,601031,2.04900000000,192791,110209,303000
06090517403120000,609253,7.37500000000,876132,250079,1126211
06090517403080000,637520,12.46700000000,243750,362765,606515
06090314402060000,600861,1.72200000000,146487,104813,251300
06090314402050000,600962,1.78300000000,178580,105820,284400
06100806201600007,595415,35.73000000000,0,2065,2065
06069725401100000,623626,1.19300000000,138389,86911,225300
06079906102030000,642573,0.63200000000,0,246734,246734
06079903202010000,620916,13.92500000000,0,1050,1050
06079906204140000,622023,1.84200000000,895600,410453,1306053
06090302170095001,601752,0.10300000000,143376,55280,198656
06090629448010000,609394,40.15800000000,1620117,111263,1731380
06090303423110000,603177,0.18000000000,176330,79370,255700
06090303422210000,603166,0.18000000000,129130,79370,208500
06090303422110000,603161,0.18000000000,168130,79370,247500
06090303421210000,603150,0.18000000000,140930,79370,220300
06090401401070000,607234,3.02900000000,161,236438,236599
06090303421110000,603144,0.18000000000,138930,79370,218300
06090303420210000,603133,0.18000000000,146330,79370,225700
06101030202030000,646778,303.12000000000,11396,31716,43112
06090303257210000,602991,0.76000000000,83510,88940,172450
06090303257230000,602990,0.76000000000,240560,88940,329500
06079811163030000,614320,0.26500000000,119564,118136,237700
06079907247300000,643262,0.20300000000,179231,111069,290300
06079811161030000,640478,0.25000000000,102031,113369,215400
06079811260280000,619757,0.14000000000,199692,80008,279700
06101028402130000,596907,1.07000000000,163145,94055,257200
06101028402150000,596909,1.19200000000,165632,96068,261700
06101028402160000,596910,1.13100000000,192838,95062,287900
06101028430010000,596149,15.01500000000,0,324148,324148
06101028430130000,596162,5.00000000000,24027,158900,182927
06101028466180000,596288,1.00000000000,56330,92900,149230
06101231301130000,598307,10.03000000000,193259,109522,302781
06101034401070000,597035,2.15800000000,222800,112007,334807
06101035406050000,596383,0.13600000000,103274,59526,162800
06090104201010000,598771,316.25000000000,0,46479,46479
06101035405250000,595987,0.17900000000,0,68861,68861
06101035405090000,595994,0.21500000000,174,76504,76678
06090104101010000,598787,316.35000000000,0,76741,76741
06090421317070000,605707,0.45900000000,217472,97028,314500
,0,0.00000000000,0,0,0
06090302148257000,622807,0.89500000000,1552000,301300,1853300
06090302149160000,601781,0.16100000000,112780,64820,177600
06101217301040000,598345,32.96500000000,0,1905,1905
06101115401156003,598241,61.82800000000,0,0,0
06101117401100000,1438115,20.01000000000,0,4668,4668
06101114301010000,597721,134.75000000000,268967,100629,369596
06090304402090000,603060,1.00000000000,294400,92900,387300
06090402301050900,605069,5.03700000000,183161,198339,381500
06110525311180000,593132,0.16100000000,154150,32550,186700
06110525312180000,592670,0.16100000000,130050,32550,162600
06110525312010000,592729,0.16100000000,135650,32550,168200
06110627402010000,593905,7.32300000000,416500,144524,561024
06110525313120000,592918,0.16100000000,0,32550,32550
06090301345110000,599632,0.20900000000,135600,75257,210857
06090303341070000,604453,0.10600000000,137551,78149,215700
06090303341370000,604445,0.10600000000,126551,78149,204700
06079811213175002,616461,0.09300000000,168141,61059,229200
06090414460130000,605358,1.00000000000,124242,109758,234000
06090428201130000,636961,5.11000000000,181680,199954,381634
06079711452010000,611860,0.21000000000,149960,91940,241900
06090302169040000,602097,0.17400000000,205100,67648,272748
06090305101050000,601685,23.62200000000,341813,94207,436020
06079711453130000,611786,0.24200000000,170642,92658,263300
06079812302030900,638192,0.27600000000,267661,121339,389000
06110536201090100,593194,6.00000000000,0,107820,107820
06110635129060000,646925,0.25700000000,98576,30324,128900
06111036101100000,594660,20.00000000000,0,935,935
06111036101010000,594752,20.00000000000,0,1186,1186
06080027201050000,623547,104.96000000000,0,21049,21049
06079907127410000,1528246,0.36000000000,0,0,0
06111036201100000,594776,20.00000000000,0,2094,2094
06111036201010000,594754,20.00000000000,0,1914,1914
06101034303130000,597069,0.49000000000,186215,84485,270700
06101033401070000,595820,3.87200000000,157912,140288,298200
06101034322180000,596885,3.63700000000,249462,136411,385873
06101035446135001,596740,0.11400000000,123239,57761,181000
06101135403230000,598027,1.09400000000,82477,111080,193557
06101035446535001,597043,0.11800000000,124146,58854,183000
06101135403120000,598086,1.15200000000,19169,112364,131533
,0,0.00000000000,0,0,0
06101035448450000,596763,0.29900000000,172241,94759,267000
06110525386090000,592620,0.16100000000,242550,32550,275100
06090303260030000,603017,0.50000000000,194350,84650,279000
06090302163030000,601742,0.17200000000,195200,67305,262505
06090303152070000,602200,1.00000000000,220200,92900,313100
06090303260250000,602364,0.50000000000,133146,84650,217796
06110526478160000,593478,0.16400000000,110193,32888,143081
,0,0.00000000000,0,0,0
06110924201010000,1468859,251.10000000000,641,78848,79489
